region,date,"case fatality rate (cfr) -  
 confirmed & probable cases",case fatality rate (cfr) - confirmed & probable cases,contacts lost to follow-up,contacts seen,"contacts who completed 21 day  
 follow-up",contacts who completed 21 day follow-up,cumulative (confirmed + probable + suspected),cumulative (confirmed + probable + suspects),cumulative cfr,cumulative admission/isolation,cumulative cases among hcw,"cumulative confirmed, probable and suspected cases",cumulative deaths among hcw,currently under follow-up,new case/s (probable),new case/s (suspected),new admissions,new case/s (confirmed),newly reported cases in hcw,newly reported deaths in hcw,newly reported contacts,newly reported deaths,specimens collected,specimens pending for testing,total case/s (probable),total case/s (suspected),"total number of confirmed cases  
 of guinean nationality","total number of confirmed cases  
 of sierra leonean nationality",total number of confirmed cases of guinean nationality,total number of confirmed cases of sierra leonean nationality,total case/s (confirmed),total confirmed cases,total contacts listed,total death/s in confirmed cases,"total death/s in confirmed,  
 probable, suspected cases","total death/s in confirmed,  probable, suspected cases","total death/s in confirmed, probable, suspected cases",total death/s in probable cases,total death/s in suspected cases,total discharges,"total no. currently in treatment  
 units",total no. currently in treatment units,total probable cases,total specimens tested,total suspected cases
rivercess county,2014-10-08,,,0.0,0.0,,0.0,,10.0,,,0.0,,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,113.0,,,,8.0,,,0.0,,0.0,,,
sinoe county,2014-10-08,,,0.0,0.0,,0.0,,16.0,,,0.0,,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,78.0,,,,2.0,,,0.0,,0.0,,,
bomi county,2014-10-09,,,0.0,468.0,,216.0,,94.0,,,6.0,,5.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,782.0,,,,69.0,,,0.0,,14.0,,,
bong county,2014-10-09,,,0.0,259.0,,0.0,,430.0,,,26.0,,7.0,259.0,1.0,9.0,5.0,2.0,0.0,0.0,25.0,5.0,,,,,,,0.0,0.0,,,955.0,,,,158.0,,,8.0,,17.0,,,
gbarpolu county,2014-10-09,,,1.0,52.0,,1.0,,6.0,,,0.0,,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,88.0,,,,2.0,,,0.0,,0.0,,,
grand bassa,2014-10-09,,,0.0,0.0,,0.0,,135.0,,,3.0,,1.0,93.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,334.0,,,,40.0,,,0.0,,6.0,,,
grand cape mount,2014-10-09,,,0.0,0.0,,0.0,,27.0,,,3.0,,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,,229.0,,,,22.0,,,0.0,,0.0,,,
grand gedeh,2014-10-09,,,0.0,0.0,,0.0,,3.0,,,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,20.0,,,,2.0,,,0.0,,0.0,,,
grand kru,2014-10-09,,,0.0,0.0,,0.0,,26.0,,,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,69.0,,,,17.0,,,0.0,,0.0,,,
lofa county,2014-10-09,,,0.0,436.0,,2.0,,808.0,,,23.0,,18.0,436.0,6.0,0.0,6.0,0.0,0.0,0.0,59.0,2.0,,,,,,,0.0,11.0,,,866.0,,,,441.0,,,0.0,,20.0,,,
margibi county,2014-10-09,,,15.0,1738.0,,157.0,,599.0,,,42.0,,20.0,1895.0,4.0,5.0,4.0,0.0,0.0,0.0,54.0,7.0,,,,,,,0.0,1.0,,,2972.0,,,,268.0,,,2.0,,4.0,,,
maryland county,2014-10-09,,,0.0,0.0,,0.0,,8.0,,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,17.0,,,,9.0,,,0.0,,0.0,,,
montserrado county,2014-10-09,,,1.0,3267.0,,246.0,,1748.0,,,87.0,,34.0,3308.0,16.0,15.0,82.0,0.0,3.0,1.0,233.0,30.0,,,,,,,1.0,0.0,,,9399.0,,,,1207.0,,,0.0,,449.0,,,
nimba county,2014-10-09,,,0.0,0.0,,0.0,,252.0,,,,,,451.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,840.0,,,,137.0,,,,,,,,
river gee county,2014-10-09,,,0.0,0.0,,0.0,,19.0,,,,,,3.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,31.0,,,,6.0,,,,,,,,
rivercess county,2014-10-09,,,0.0,0.0,,0.0,,10.0,,,,,,66.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,113.0,8.0,,,,,,,,,,,
sinoe county,2014-10-09,,,0.0,0.0,,0.0,,17.0,,,,,,63.0,0.0,1.0,,0.0,,,0.0,1.0,,,,,,,0.0,0.0,,,78.0,3.0,,,,,,,,,,,
bomi county,2014-10-10,,,0.0,0.0,,0.0,,94.0,,,6.0,,5.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,782.0,,,,69.0,,,0.0,,0.0,,,
bong county,2014-10-10,,,0.0,161.0,,115.0,,440.0,,,26.0,,7.0,161.0,0.0,8.0,7.0,2.0,0.0,0.0,17.0,4.0,,,,,,,0.0,0.0,,,972.0,,,,162.0,,,8.0,,17.0,,,
gbarpolu county,2014-10-10,,,1.0,0.0,,0.0,,6.0,,,0.0,,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,88.0,,,,2.0,,,0.0,,0.0,,,
grand bassa,2014-10-10,,,0.0,0.0,,0.0,,136.0,,,3.0,,1.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,334.0,,,,40.0,,,0.0,,0.0,,,
grand cape mount,2014-10-10,,,1.0,0.0,,0.0,,30.0,,,3.0,,0.0,229.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,0.0,1.0,,,230.0,,,,24.0,,,0.0,,0.0,,,
grand gedeh,2014-10-10,,,0.0,0.0,,0.0,,3.0,,,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,20.0,,,,2.0,,,0.0,,0.0,,,
grand kru,2014-10-10,,,0.0,0.0,,0.0,,26.0,,,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,69.0,,,,17.0,,,0.0,,0.0,,,
lofa county,2014-10-10,,,0.0,445.0,,30.0,,808.0,,,23.0,,18.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,,,,,,,0.0,11.0,,,878.0,,,,444.0,,,0.0,,17.0,,,
margibi county,2014-10-10,,,15.0,1724.0,,0.0,,600.0,,,45.0,,20.0,1724.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,,,,,,,0.0,1.0,,,2974.0,,,,268.0,,,0.0,,0.0,,,
maryland county,2014-10-10,,,0.0,0.0,,0.0,,8.0,,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,17.0,,,,9.0,,,0.0,,0.0,,,
montserrado county,2014-10-10,,,7.0,3191.0,,162.0,,1760.0,,,88.0,,33.0,3236.0,6.0,6.0,49.0,0.0,1.0,0.0,164.0,16.0,,,,,,,1.0,0.0,,,9563.0,,,,1223.0,,,27.0,,418.0,,,
nimba county,2014-10-10,,,0.0,0.0,,0.0,,252.0,,,10.0,,8.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,840.0,,,,137.0,,,0.0,,0.0,,,
river gee county,2014-10-10,,,0.0,0.0,,0.0,,19.0,,,2.0,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,31.0,,,,6.0,,,0.0,,0.0,,,
rivercess county,2014-10-10,,,0.0,0.0,,0.0,,10.0,,,0.0,,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,113.0,,,,8.0,,,0.0,,0.0,,,
sinoe county,2014-10-10,,,0.0,0.0,,0.0,,17.0,,,0.0,,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,78.0,,,,3.0,,,0.0,,0.0,,,
bomi county,2014-10-11,,78.0,0.0,0.0,,0.0,,94.0,,,6.0,,5.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,782.0,30.0,,,,,,0.0,,0.0,,,
bong county,2014-10-11,,25.0,0.0,161.0,,0.0,,444.0,,,26.0,,7.0,161.0,0.0,4.0,6.0,0.0,0.0,0.0,17.0,1.0,,,,,,,0.0,0.0,,,972.0,16.0,,,,,,5.0,,16.0,,,
gbarpolu county,2014-10-11,,50.0,1.0,0.0,,0.0,,6.0,,,0.0,,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,88.0,2.0,,,,,,0.0,,0.0,,,
grand bassa,2014-10-11,,33.0,0.0,94.0,,0.0,,137.0,,,3.0,,1.0,94.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,335.0,22.0,,,,,,0.0,,6.0,,,
grand cape mount,2014-10-11,,71.0,0.0,221.0,,21.0,,30.0,,,3.0,,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,,230.0,6.0,,,,,,0.0,,0.0,,,
grand gedeh,2014-10-11,,0.0,0.0,0.0,,0.0,,3.0,,,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,20.0,0.0,,,,,,0.0,,0.0,,,
grand kru,2014-10-11,,59.0,0.0,0.0,,0.0,,26.0,,,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,69.0,5.0,,,,,,0.0,,0.0,,,
lofa county,2014-10-11,,54.0,0.0,445.0,,0.0,,808.0,,,23.0,,18.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,0.0,11.0,,,878.0,195.0,,,,,,0.0,,15.0,,,
margibi county,2014-10-11,,44.0,0.0,1724.0,,0.0,,600.0,,,45.0,,20.0,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,0.0,1.0,,,2974.0,42.0,,,,,,0.0,,0.0,,,
maryland county,2014-10-11,,100.0,0.0,0.0,,0.0,,8.0,,,0.0,,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,17.0,0.0,,,,,,0.0,,0.0,,,
montserrado county,2014-10-11,,93.0,3.0,3255.0,,16.0,,1785.0,,,89.0,,34.0,3297.0,4.0,21.0,38.0,0.0,1.0,0.0,71.0,28.0,,,,,,,1.0,0.0,,,9634.0,777.0,,,,,,71.0,,394.0,,,
nimba county,2014-10-11,,56.0,0.0,435.0,,405.0,,253.0,,,10.0,,8.0,435.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,840.0,49.0,,,,,,0.0,,5.0,,,
river gee county,2014-10-11,,0.0,0.0,0.0,,0.0,,19.0,,,2.0,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,31.0,0.0,,,,,,0.0,,0.0,,,
rivercess county,2014-10-11,,86.0,0.0,0.0,,0.0,,10.0,,,0.0,,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,113.0,3.0,,,,,,0.0,,0.0,,,
sinoe county,2014-10-11,,20.0,0.0,63.0,,0.0,,18.0,,,0.0,,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,0.0,0.0,,,78.0,2.0,,,,,,0.0,,0.0,,,
bomi county,2014-10-12,,78.0,0.0,0.0,,0.0,,94.0,,6.0,6.0,,5.0,470.0,,,,,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,782.0,,,,69.0,,,0.0,,0.0,,,
bong county,2014-10-12,,26.0,0.0,161.0,,0.0,,444.0,,64.0,26.0,,7.0,161.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,0.0,,,972.0,,,,165.0,,,4.0,,16.0,,,
gbarpolu county,2014-10-12,,50.0,1.0,0.0,,0.0,,6.0,,0.0,0.0,,0.0,67.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,88.0,,,,2.0,,,0.0,,0.0,,,
grand bassa,2014-10-12,,33.0,0.0,94.0,,0.0,,137.0,,10.0,3.0,,1.0,94.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,335.0,,,,40.0,,,0.0,,6.0,,,
grand cape mount,2014-10-12,,71.0,0.0,221.0,,21.0,,30.0,,0.0,3.0,,0.0,209.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,,230.0,,,,24.0,,,0.0,,0.0,,,
grand gedeh,2014-10-12,,0.0,0.0,0.0,,0.0,,3.0,,0.0,0.0,,0.0,20.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,20.0,,,,2.0,,,0.0,,0.0,,,
grand kru,2014-10-12,,59.0,0.0,0.0,,0.0,,26.0,,0.0,0.0,,0.0,7.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,69.0,,,,17.0,,,0.0,,0.0,,,
lofa county,2014-10-12,,54.0,0.0,445.0,,0.0,,808.0,,15.0,23.0,,18.0,448.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,11.0,,,878.0,,,,448.0,,,0.0,,15.0,,,
margibi county,2014-10-12,,44.0,15.0,1723.0,,0.0,,600.0,,0.0,45.0,,20.0,1723.0,3.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,,2973.0,,,,268.0,,,0.0,,0.0,,,
maryland county,2014-10-12,,100.0,0.0,0.0,,0.0,,8.0,,0.0,0.0,,0.0,17.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,17.0,,,,9.0,,,0.0,,0.0,,,
montserrado county,2014-10-12,,93.0,0.0,3249.0,,26.0,,1791.0,,224.0,89.0,,34.0,3353.0,4.0,2.0,,0.0,0.0,0.0,35.0,2.0,,,,,,,1.0,0.0,,,9669.0,,,,1253.0,,,71.0,,394.0,,,
nimba county,2014-10-12,,56.0,0.0,435.0,,405.0,,253.0,,5.0,10.0,,8.0,435.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,840.0,,,,137.0,,,0.0,,5.0,,,
river gee county,2014-10-12,,0.0,0.0,0.0,,0.0,,19.0,,0.0,2.0,,1.0,3.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,31.0,,,,6.0,,,0.0,,0.0,,,
rivercess county,2014-10-12,,86.0,0.0,0.0,,0.0,,10.0,,0.0,0.0,,0.0,66.0,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,113.0,,,,8.0,,,0.0,,0.0,,,
sinoe county,2014-10-12,,20.0,0.0,63.0,,0.0,,18.0,,2.0,0.0,,0.0,63.0,,,,,0.0,0.0,11.0,0.0,,,,,,,0.0,0.0,,,78.0,,,,3.0,,,0.0,,0.0,,,
bomi county,2014-10-13,,78.0,0.0,468.0,,216.0,,94.0,,15.0,6.0,,5.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,686.0,,,,69.0,,,0.0,,15.0,,,
bong county,2014-10-13,,28.0,0.0,143.0,,18.0,,444.0,,64.0,26.0,,7.0,143.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,0.0,0.0,,,972.0,,,,168.0,,,0.0,,16.0,,,
gbarpolu county,2014-10-13,,50.0,1.0,0.0,,0.0,,6.0,,0.0,0.0,,0.0,67.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,88.0,,,,2.0,,,0.0,,0.0,,,
grand bassa,2014-10-13,,32.0,0.0,63.0,,0.0,,138.0,,10.0,3.0,,1.0,63.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,335.0,,,,40.0,,,0.0,,6.0,,,
grand cape mount,2014-10-13,,71.0,1.0,205.0,,22.0,,30.0,,0.0,3.0,,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,,206.0,,,,24.0,,,0.0,,0.0,,,
grand gedeh,2014-10-13,,0.0,0.0,0.0,,0.0,,3.0,,0.0,0.0,,0.0,20.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,20.0,,,,2.0,,,0.0,,0.0,,,
grand kru,2014-10-13,,59.0,0.0,0.0,,0.0,,26.0,,0.0,0.0,,0.0,7.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,69.0,,,,17.0,,,0.0,,0.0,,,
lofa county,2014-10-13,,54.0,0.0,342.0,,0.0,,810.0,,9.0,23.0,,18.0,414.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,11.0,,,414.0,,,,448.0,,,2.0,,9.0,,,
margibi county,2014-10-13,,44.0,15.0,1720.0,,0.0,,600.0,,0.0,45.0,,20.0,1720.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,,2973.0,,,,268.0,,,0.0,,0.0,,,
maryland county,2014-10-13,,100.0,0.0,0.0,,0.0,,8.0,,0.0,0.0,,0.0,17.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,17.0,,,,9.0,,,0.0,,0.0,,,
montserrado county,2014-10-13,,95.0,6.0,3340.0,,217.0,,1791.0,,345.0,89.0,,34.0,3388.0,13.0,10.0,18.0,0.0,0.0,0.0,158.0,19.0,,,,,,,1.0,0.0,,,9827.0,,,,1272.0,,,11.0,,345.0,,,
nimba county,2014-10-13,,55.0,0.0,435.0,,405.0,,257.0,,8.0,10.0,,8.0,435.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,840.0,,,,137.0,,,0.0,,8.0,,,
river gee county,2014-10-13,,0.0,0.0,0.0,,0.0,,19.0,,0.0,2.0,,1.0,3.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,31.0,,,,6.0,,,0.0,,0.0,,,
rivercess county,2014-10-13,,86.0,0.0,0.0,,0.0,,10.0,,0.0,0.0,,0.0,66.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,113.0,,,,8.0,,,0.0,,0.0,,,
sinoe county,2014-10-13,,20.0,0.0,34.0,,0.0,,18.0,,2.0,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,0.0,0.0,,,78.0,,,,3.0,,,0.0,,2.0,,,
bomi county,2014-10-16,,78.0,0.0,0.0,,0.0,,95.0,,15.0,6.0,,5.0,470.0,,,0.0,,0.0,0.0,0.0,,,,,,,,3.0,0.0,,,686.0,,,,69.0,,,0.0,,14.0,,,
bong county,2014-10-16,,28.0,0.0,0.0,,29.0,,448.0,,64.0,26.0,,7.0,263.0,2.0,2.0,12.0,0.0,0.0,0.0,12.0,2.0,,,,,,,0.0,0.0,,,1307.0,,,,175.0,,,0.0,,18.0,,,
gbarpolu county,2014-10-16,,38.0,1.0,0.0,,49.0,,10.0,,0.0,0.0,,0.0,71.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,121.0,,,,3.0,,,0.0,,0.0,,,
grand bassa,2014-10-16,,32.0,0.0,44.0,,0.0,,141.0,,10.0,3.0,,1.0,295.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,,,,,,,0.0,0.0,,,399.0,,,,41.0,,,0.0,,6.0,,,
grand cape mount,2014-10-16,,71.0,22.0,0.0,,42.0,,30.0,,0.0,3.0,,0.0,142.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.0,1.0,,,206.0,,,,25.0,,,0.0,,0.0,,,
grand gedeh,2014-10-16,,0.0,0.0,3.0,,1.0,,3.0,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,0.0,0.0,,,56.0,,,,2.0,,,0.0,,0.0,,,
grand kru,2014-10-16,,59.0,0.0,0.0,,0.0,,41.0,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,69.0,,,,17.0,,,0.0,,0.0,,,
lofa county,2014-10-16,,55.0,0.0,5.0,,0.0,,812.0,,9.0,23.0,,18.0,350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,,0.0,11.0,,,756.0,,,,458.0,,,1.0,,6.0,,,
margibi county,2014-10-16,,49.0,15.0,0.0,,0.0,,614.0,,0.0,58.0,,27.0,1725.0,8.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,0.0,1.0,,,2994.0,,,,353.0,,,0.0,,0.0,,,
maryland county,2014-10-16,,100.0,0.0,0.0,,0.0,,8.0,,0.0,0.0,,0.0,17.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,17.0,,,,9.0,,,0.0,,0.0,,,
montserrado county,2014-10-16,,95.0,0.0,3705.0,,109.0,,1904.0,,345.0,92.0,,34.0,3740.0,8.0,10.0,37.0,0.0,0.0,0.0,356.0,24.0,,,,,,,1.0,0.0,,,10780.0,,,,1341.0,,,20.0,,309.0,,,
nimba county,2014-10-16,,51.0,0.0,0.0,,0.0,,275.0,,8.0,10.0,,8.0,435.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,840.0,,,,137.0,,,0.0,,14.0,,,
river gee county,2014-10-16,,0.0,0.0,0.0,,0.0,,19.0,,0.0,2.0,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,31.0,,,,6.0,,,0.0,,0.0,,,
rivercess county,2014-10-16,,86.0,0.0,0.0,,0.0,,10.0,,0.0,0.0,,0.0,66.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,113.0,,,,8.0,,,0.0,,0.0,,,
sinoe county,2014-10-16,,17.0,0.0,0.0,,0.0,,22.0,,2.0,1.0,,0.0,34.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,78.0,,,,5.0,,,0.0,,0.0,,,
bomi county,2014-10-17,,78.0,0.0,0.0,,0.0,,95.0,,,6.0,,5.0,470.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,686.0,,,,69.0,,,0.0,,0.0,,,
bong county,2014-10-17,,28.0,0.0,0.0,,0.0,,451.0,,,26.0,,7.0,263.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,0.0,,,1307.0,,,,177.0,,,0.0,,18.0,,,
gbarpolu county,2014-10-17,,38.0,1.0,0.0,,0.0,,10.0,,,0.0,,0.0,71.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,121.0,,,,3.0,,,0.0,,0.0,,,
grand bassa,2014-10-17,,32.0,0.0,0.0,,0.0,,141.0,,,3.0,,1.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,399.0,,,,41.0,,,0.0,,0.0,,,
grand cape mount,2014-10-17,,68.0,22.0,0.0,,0.0,,35.0,,,3.0,,0.0,142.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,0.0,1.0,,,206.0,,,,28.0,,,0.0,,0.0,,,
grand gedeh,2014-10-17,,0.0,0.0,0.0,,0.0,,3.0,,,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,56.0,,,,2.0,,,0.0,,0.0,,,
grand kru,2014-10-17,,59.0,0.0,0.0,,0.0,,41.0,,,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,69.0,,,,17.0,,,0.0,,0.0,,,
lofa county,2014-10-17,,55.0,0.0,0.0,,5.0,,814.0,,,23.0,,18.0,350.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,,,,,,0.0,11.0,,,756.0,,,,461.0,,,1.0,,6.0,,,
margibi county,2014-10-17,,49.0,15.0,0.0,,0.0,,619.0,,,58.0,,27.0,1735.0,3.0,2.0,4.0,0.0,0.0,0.0,10.0,0.0,,,,,,,0.0,1.0,,,3004.0,,,,353.0,,,0.0,,0.0,,,
maryland county,2014-10-17,,100.0,0.0,0.0,,0.0,,8.0,,,0.0,,0.0,17.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,17.0,,,,9.0,,,0.0,,0.0,,,
montserrado county,2014-10-17,,92.0,6.0,3941.0,,141.0,,2056.0,,,92.0,,34.0,4003.0,61.0,91.0,54.0,0.0,0.0,0.0,152.0,21.0,,,,,,,1.0,0.0,,,10932.0,,,,1362.0,,,28.0,,305.0,,,
nimba county,2014-10-17,,51.0,0.0,0.0,,0.0,,275.0,,,10.0,,8.0,435.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,840.0,,,,137.0,,,0.0,,0.0,,,
river gee county,2014-10-17,,0.0,0.0,0.0,,0.0,,19.0,,,2.0,,1.0,3.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,31.0,,,,6.0,,,0.0,,0.0,,,
rivercess county,2014-10-17,,86.0,0.0,0.0,,0.0,,10.0,,,0.0,,0.0,66.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,113.0,,,,8.0,,,0.0,,0.0,,,
sinoe county,2014-10-17,,17.0,0.0,0.0,,0.0,,22.0,,,1.0,,0.0,34.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,78.0,,,,5.0,,,0.0,,0.0,,,
bomi county,2014-10-18,,78.0,0.0,0.0,,0.0,,95.0,,,6.0,,5.0,470.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,686.0,,,,69.0,,,0.0,,0.0,,,
bong county,2014-10-18,,27.0,0.0,0.0,,0.0,,481.0,,,26.0,,7.0,263.0,0.0,24.0,28.0,6.0,0.0,0.0,0.0,5.0,,,,,,,0.0,0.0,,,1307.0,,,,182.0,,,18.0,,24.0,,,
gbarpolu county,2014-10-18,,38.0,1.0,0.0,,0.0,,10.0,,,0.0,,0.0,71.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,121.0,,,,3.0,,,0.0,,0.0,,,
grand bassa,2014-10-18,,32.0,0.0,0.0,,0.0,,143.0,,,3.0,,1.0,295.0,,,1.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,399.0,,,,41.0,,,0.0,,0.0,,,
