region,date,cfr,contacts_followed,contacts_healthy,contacts_ill,contacts_not_seen,cum_completed_contacts,cum_confirmed,cum_contacts,cum_noncase,cum_probable,cum_suspected,death_confirmed,death_probable,death_suspected,etc_cum_admission,etc_cum_deaths,etc_cum_discharges,etc_currently_admitted,etc_new_admission,etc_new_deaths,etc_new_discharges,negative_corpse,new_completed_contacts,new_confirmed,new_contacts,new_negative,new_noncase,new_positive,new_probable,new_samples,new_suspected,pending,percent_seen,population,positive_corpse,repeat_samples,total_lab_samples
kenema,2014-08-31,49.1,523,478,6,39,1381,350,2032,407,0,11,172,0,4,294,180,69,,,,,,35,11,164,,1,,0,,3,,92%,653013,,,
koinadugu,2014-08-31,0.0,,,,,,0.0,,17.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-08-31,0.0,0.0,0.0,0.0,0.0,38.0,1.0,53.0,18.0,1.0,33.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,325003.0,,,
moyamba,2014-08-31,44.4,89,89,0,0,55,9,144,17,0,0,4,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,278119,,,
port loko,2014-08-31,2.9,823,800,1,22,88,70,911,19,1,3,2,1,1,,,,,,,,,0,8,19,,2,,0,,1,,97%,557978,,,
pujehun,2014-08-31,14.3,204,204,0,0,74,7,208,3,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-08-31,12.5,351,351,0,0,11,16,362,16,0,1,2,0,0,,,,,,,,,0,2,10,,1,,0,,0,,100%,434937,,,
western area rural,2014-08-31,7.1,135,133,2,0,0,28,135,18,0,1,2,0,0,,,,,,,,,0,3,21,,1,,0,,0,,100%,263619,,,
western area urban,2014-08-31,4.1,258,258,0,0,357,49,615,89,1,5,2,1,1,,,,,,,,,0,6,62,,0,,0,,2,,100%,1040888,,,
34 military hospital,2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bo,2014-09-29,18.7,185,185,0,0,661,91,846,95,1,19,17,0,0,,,,,,,,,0,0,10,,5,,0,,0,,100%,654142,,,
bo emc,2014-09-29,,,,,,,,,,,,,,,37.0,9.0,1.0,19.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,
bombali,2014-09-29,5.7,799,789,8,2,319,227,1118,109,1,12,13,0,0,,,,,,,,,0,0,31,,1,,0,,2,,98%,494139,,,
bonthe,2014-09-29,100,15,15,0,0,87,1,102,1,0,2,1,0,0,,,,,,,,,0,0,15,,0,,0,,0,,100%,168729,,,
kailahun,2014-09-29,40.6,529,529,0,0,1204,529,1733,280,32,18,215,35,4,705,231,135,53,9,3,2,,0,0,15,,0,,0,,0,,100%,465048,,,
kambia,2014-09-29,5.6,173,173,0,0,37,18,310,6,0,1,1,0,0,,,,,,,,,4,4,106,,1,,0,,0,,100%,341690,,,
kenema,2014-09-29,54.3,301,397,0,4,2503,427,2804,602,0,36,232,0,4,504,252,294,15,0,0,0,,60,1,0,,6,,0,,1,,98%,653013,,,
kenema (ifrc),2014-09-29,,,,,,,,,,,,,,,40.0,15.0,7.0,18.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,
koinadugu,2014-09-29,0.0,,,,,,0.0,,29.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,1.0,,0.0,,0.0,,,335471.0,,,
kono,2014-09-29,0,145,128,17,0,140,20,285,40,1,41,2,0,1,,,,,,,,,0,2,0,,5,,0,,1,,99%,325003,,,
moyamba,2014-09-29,12.7,197,196,1,0,246,55,443,42,0,12,7,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,278119,,,
police training school,2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
port loko,2014-09-29,5.8,2132,2013,0,117,500,294,2632,121,1,17,17,1,1,,,,,,,,,0,24,65,,11,,0,,3,,98%,557978,,,
pujehun,2014-09-29,21.1,223,223,0,0,264,19,487,5,0,1,4,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-09-29,6.4,1113,1113,0,0,352,78,1465,45,0,11,5,0,0,,,,,,,,,115,4,15,,1,,0,,1,,100%,434937,,,
western area rural,2014-09-29,2.4,491,451,2,38,173,165,664,141,0,13,4,0,0,,,,,,,,,20,17,126,,12,,0,,3,,100%,263619,,,
western area urban,2014-09-29,3.9,635,563,3,69,680,231,1315,335,1,32,9,1,1,,,,,,,,,38,13,5,,9,,0,,14,,100%,1040888,,,
bo,2014-10-30,33.7,339,339,0,0,710,175,1079,200,1,68,59,43,8,141,35,61,25,5,2,4,7,0,3,41,,10,,0,,1,,100%,654142,2,,
bombali,2014-10-30,25.5,944,932,8,4,1681,556,2625,331,6,76,142,19,22,,,,,,,,4,0,8,0,,9,,0,,1,,98%,494139,0,,
bonthe,2014-10-30,50.0,20,20,0,0,105,2,125,2,0,3,1,1,1,,,,,,,,0,0,0,0,,0,,0,,0,,100%,168729,0,,
kailahun,2014-10-30,41.0,583,583,0,0,1835,551,2418,307,32,18,226,35,4,924,247,224,44,11,1,2,0,0,0,80,,0,,0,,0,,100%,465048,0,,
kambia,2014-10-30,23.7,180,180,0,0,385,38,565,22,0,4,9,9,6,,,,,,,,0,0,0,40,,0,,0,,0,,100%,341690,0,,
kenema,2014-10-30,51.9,325,319,6,0,2676,491,3144,815,0,88,255,0,4,,,,,,,,8,0,3,19,,11,,0,,3,,99%,653013,0,,
koinadugu,2014-10-30,46.7,55,55,0,2,0,15,58,42,32,9,7,32,0,,,,,,,,0,0,0,0,,0,,0,,0,,99%,335471,0,,
kono,2014-10-30,47.4,306,301,0,5,308,38,614,85,1,58,18,19,2,,,,,,,,0,0,0,0,,0,,0,,0,,98%,325003,0,,
moyamba,2014-10-30,34.4,229,229,0,0,798,96,1027,83,1,30,33,20,9,,,,,,,,1,0,0,0,,2,,0,,0,,100%,278119,0,,
port loko,2014-10-30,14.4,5122,5067,17,38,860,535,5982,246,1,48,77,1,74,,,,,,,,0,25,2,149,,0,,0,,0,,98%,557978,0,,
pujehun,2014-10-30,57.1,157,157,0,0,939,28,1103,12,0,10,16,2,3,,,,,,,,1,0,0,126,,1,,0,,0,,100%,335574,0,,
tonkolili,2014-10-30,22.6,1704,1704,0,0,1007,208,2711,92,4,38,47,21,4,,,,,,,,2,0,9,22,,7,,0,,0,,100%,434937,2,,
western area rural,2014-10-30,16.6,1228,490,9,738,1738,493,2966,412,0,41,82,2,12,,,,,,,,5,334,12,85,,6,,0,,3,,98%,263619,4,,
western area urban,2014-10-30,15.0,1568,1511,3,57,2009,615,3577,835,1,76,92,4,8,,,,,,,,2,306,13,44,,10,,0,,1,,98%,1040888,2,,
bo,2014-09-03,30.8,150,137,11,2,442,52,592,76,1,1,16,0,0,,,,,,,,,144,0,6,,0,,0,,0,,99%,654142,,,
bombali,2014-09-03,13.6,398,391,4,3,108,44,506,20,1,1,6,0,0,,,,,,,,,0,0,9,,0,,0,,0,,99%,494139,,,
bonthe,2014-09-03,100,6,6,0,0,0,1,1,0,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,168729,,,
kailahun,2014-09-03,36.6,170,169,0,1,1093,494,1379,254,32,16,181,35,4,420,194,190,89,5,4,0,,23,14,16,,4,,0,,0,,99%,465048,,,
kambia,2014-09-03,0,0,0,0,0,12,1,12,3,0,0,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,0%,341690,,,
kenema,2014-09-03,50.4,559,491,7,47,1630,367,2192,417,0,17,185,0,4,353,181,70,50,9,1,1,,3,2,21,,2,,0,,3,,89%,653013,,,
koinadugu,2014-09-03,0.0,,,,,,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-09-03,0,62,53,9,0,0,8,106,20,1,34,2,0,1,,,,,,,,,0,4,12,,1,,0,,0,,100%,325003,,,
moyamba,2014-09-03,44.4,49,49,0,0,114,9,163,17,0,0,4,0,0,,,,,,,,,10,0,9,,0,,0,,0,,100%,278119,,,
port loko,2014-09-03,2.6,935,892,2,41,88,76,1025,21,1,3,2,1,1,,,,,,,,,0,1,21,,0,,0,,0,,96%,557978,,,
pujehun,2014-09-03,12.5,64,64,0,0,124,8,208,3,0,1,1,0,0,,,,,,,,,0,1,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-09-03,10.5,351,350,1,0,98,19,449,19,0,1,2,0,0,,,,,,,,,82,2,33,,0,,0,,0,,100%,434937,,,
western area rural,2014-09-03,5.9,150,150,0,0,0,34,150,21,0,2,2,0,0,,,,,,,,,0,1,1,,1,,0,,0,,100%,263619,,,
western area urban,2014-09-03,3.3,329,329,0,0,385,61,714,104,1,5,2,1,1,,,,,,,,,28,3,34,,8,,0,,0,,100%,1040888,,,
34 military hospital,2014-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bo,2014-09-28,18.7,175,174,1,0,661,91,836,90,1,19,17,0,0,,,,,,,,,0,2,131,,2,,0,,0,,100%,"654,142",,,
bombali,2014-09-28,5.3,327,310,13,4,760,227,1087,108,1,10,12,0,0,,,,,,,,,31,4,24,,11,,0,,2,,98%,"494,139",,,
bonthe,2014-09-28,100,0,0,0,0,87,1,87,1,0,2,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,"168,729",,,
kailahun,2014-09-28,40.1,167,167,0,0,1169,529,1606,280,32,18,212,35,4,,,,,,,,,30,0,0,,0,,0,,0,,100%,"465,048",,,
kambia,2014-09-28,7.1,162,162,0,0,33,14,204,5,0,1,1,0,0,,,,,,,,,0,2,0,,0,,0,,0,,100%,"341,690",,,
kenema,2014-09-28,54.5,477,477,0,0,2326,426,2803,596,0,35,232,0,4,,,,,,,,,9,0,0,,11,,0,,2,,98%,"653,013",,,
kenema (ifrc),2014-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koinadugu,2014-09-28,0,,,,,,0,,28,0,0,0,0,0,,,,,,,,,,0,,,1,,0,,0,,,"335,471",,,
kono,2014-09-28,0,142,128,14,0,140,18,282,35,1,40,2,0,1,,,,,,,,,0,0,0,,0,,0,,0,,99%,"325,003",,,
moyamba,2014-09-28,12.7,199,198,1,0,221,55,420,42,0,12,7,0,0,,,,,,,,,0,0,45,,0,,0,,0,,100%,"278,119",,,
police traning school,2014-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
port loko,2014-09-28,6.3,2077,1987,12,74,500,270,2577,110,1,14,17,1,1,,,,,,,,,0,39,75,,19,,0,,4,,98%,"557,978",,,
pujehun,2014-09-28,15.8,223,223,0,0,264,19,487,5,0,1,3,0,0,,,,,,,,,14,3,0,,1,,0,,0,,100%,"335,574",,,
tonkolili,2014-09-28,6.8,1213,1213,0,0,237,74,1450,44,0,10,5,0,0,,,,,,,,,0,9,19,,4,,0,,6,,100%,"434,937",,,
western area rural,2014-09-28,2.7,385,374,0,11,153,148,538,129,0,10,4,0,0,,,,,,,,,0,20,0,,9,,0,,1,,100%,"263,619",,,
western area urban,2014-09-28,4.1,668,409,5,254,642,218,1310,326,1,18,9,1,1,,,,,,,,,4,11,0,,14,,0,,4,,100%,"1,040,888",,,
bo,2014-11-28,30,592,592,0,0,995,254,1619,493,1,104,76,43,8,,,,,,,,,0,4,22,,15,,0,,0,,100%,654142,,,
bombali,2014-11-28,24,1587,1587,0,0,4594,800,6181,670,6,108,194,19,22,,,,,,,,,163,11,174,,17,,0,,4,,100%,494139,,,
bonthe,2014-11-28,67,39,39,0,0,125,3,165,33,0,6,2,1,1,,,,,,,,,0,0,0,,4,,0,,0,,100%,168729,,,
kailahun,2014-11-28,41,699,699,0,0,2579,561,3278,325,32,18,228,35,4,1050,252,296,47,4,0,5,,45,0,45,,0,,0,,0,,100%,465048,,,
kambia,2014-11-28,31,116,116,0,0,670,72,788,63,0,19,22,9,6,,,,,,,,,0,0,23,,0,,0,,0,,100%,341690,,,
kenema,2014-11-28,53,53,53,0,0,3083,494,3218,1068,0,112,261,0,5,,,,,,,,,0,0,0,,10,,0,,2,,99%,653013,,,
koinadugu,2014-11-28,31,247,247,0,0,10,84,255,79,32,24,26,32,0,,,,,,,,,0,2,0,,7,,0,,3,,100%,335471,,,
kono,2014-11-28,40,579,553,26,0,488,73,1067,124,1,78,29,19,2,,,,,,,,,0,0,0,,0,,0,,0,,98%,325003,,,
moyamba,2014-11-28,25,164,164,0,0,1467,158,1631,230,1,55,40,20,9,,,,,,,,,0,0,0,,13,,0,,3,,100%,278119,,,
port loko,2014-11-28,19,6408,6337,2,69,1578,860,7986,705,1,201,1645,1,74,,,,,,,,,0,14,10,,17,,0,,7,,98%,557978,,,
pujehun,2014-11-28,52,119,119,0,0,1103,31,1222,21,0,15,16,2,3,,,,,,,,,0,1,0,,0,,0,,3,,100%,335574,,,
tonkolili,2014-11-28,23,943,942,1,0,2155,362,3098,256,4,71,83,21,4,,,,,,,,,57,7,19,,6,,0,,0,,100%,434937,,,
western area rural,2014-11-28,18,1677,1631,2,0,4198,809,6061,864,0,125,147,2,12,,,,,,,,,8,3,44,,18,,0,,0,,98%,263619,,,
western area urban,2014-11-28,16,3668,2,27,23,5570,1206,10050,"1,730",1,239,193,4,8,,,,,,,,,23,42,676,,36,,0,,4,,98%,1040888,,,
bo,2014-10-06,,,,,,,117.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,654142.0,,,
bombali,2014-10-06,,,,,,,308.0,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,494139.0,,,
bonthe,2014-10-06,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,168729.0,,,
kailahun,2014-10-06,,,,,,,532.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,465048.0,,,
kambia,2014-10-06,,,,,,,21.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,341690.0,,,
kenema,2014-10-06,,,,,,,431.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,653013.0,,,
koinadugu,2014-10-06,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,335471.0,,,
kono,2014-10-06,,,,,,,25.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,325003.0,,,
moyamba,2014-10-06,,,,,,,68.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,278119.0,,,
port loko,2014-10-06,,,,,,,348.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,557978.0,,,
pujehun,2014-10-06,,,,,,,24.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,335574.0,,,
tonkolili,2014-10-06,,,,,,,100.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,434937.0,,,
western area rural,2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263619.0,,,
western area urban,2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040888.0,,,
bo,2014-10-22,37.1,318,318,0,0,661,159,979,153,1,55,59,43,3,95,29,38,28,,,,,0,1,29,,0,,0,,3,,100%,654142,,,
bombali,2014-10-22,28.5,1676,1669,4,3,572,470,2248,256,1,74,134,14,18,,,,,,,,,43,0,18,,0,,0,,0,,98%,494139,,,
bonthe,2014-10-22,50.0,20,20,0,0,105,2,125,2,0,3,1,1,1,,,,,,,,,15,0,20,,0,,0,,0,,100%,168729,,,
hastings-f/town,2014-10-22,,,,,,,,,,,,,,,318.0,86.0,124.0,107.0,16.0,2.0,0.0,,,,,,,,,,,,,,,,
kailahun,2014-10-22,40.5,515,515,0,0,1768,550,2283,303,32,18,223,35,4,875,244,207,38,8,2,2,,0,0,20,,4,,0,,0,,100%,465048,,,
kambia,2014-10-22,30.0,64,63,1,0,377,30,442,17,0,4,9,9,6,,,,,,,,,0,1,0,,0,,0,,0,,100%,341690,,,
kenema,2014-10-22,52.0,333,333,0,0,2647,477,2980,735,0,75,248,0,4,,,,,,,,,0,2,35,,10,,0,,4,,99%,653013,,,
kenema (ifrc),2014-10-22,,,,,,,,,,,,,,,133.0,57.0,37.0,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
kenema (kgh),2014-10-22,,,,,,,,,,,,,,,504,254,307,0,,,-,,,,,,,,,,,,,,,,
koinadugu,2014-10-22,0.0,55,55,0,0,0,5,58,38,0,4,0,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,335471,,,
kono,2014-10-22,52.9,301,294,7,0,259,34,560,80,1,54,18,19,2,,,,,,,,,0,0,0,,0,,0,,0,,98%,325003,,,
moyamba,2014-10-22,38.4,377,377,0,0,524,86,901,71,0,25,33,19,6,,,,,,,,,0,0,0,,0,,0,,0,,100%,278119,,,
port loko,2014-10-22,14.6,4196,4147,15,34,636,480,4832,185,1,23,70,1,49,,,,,,,,,0,0,145,,0,,0,,0,,98%,557978,,,
pujehun,2014-10-22,46.2,294,294,0,0,669,26,964,11,0,6,12,2,3,,,,,,,,,0,1,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-10-22,25.5,1760,1760,0,0,781,165,2541,76,0,29,42,17,3,,,,,,,,,0,8,7,,2,,0,,4,,100%,434937,,,
western area,2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
western area rural,2014-10-22,19.4,1426,1134,2,292,1267,396,2693,332,0,37,77,2,4,,,,,,,,,30,26,667,,12,,0,,0,,98%,,,,
western area urban,2014-10-22,16.1,1339,707,0,632,1568,509,2907,714,1,63,82,2,6,,,,,,,,,11,5,91,,9,,0,,0,,98%,,,,
bo,2014-08-28,42.9,284,283,1,0,70,35,567,74,1,0,15,0,0,,,,,,,,,12,0,125,,0,,0,,0,,100%,654142,,,
bombali,2014-08-28,17.1,369,364,3,2,0,35,451,19,1,1,6,0,0,,,,,,,,,0,12,24,,1,,0,,2,,99%,494139,,,
bonthe,2014-08-28,100,6,6,0,0,55,1,32,0,0,0,1,0,0,,,,,,,,,0,0,6,,0,,0,,0,,100%,168729,,,
kailahun,2014-08-28,39.7,236,236,0,0,1017,453,1252,240,32,14,180,35,4,390,167,175,69,0,5,0,,0,5,5,,1,,0,,0,,100%,465048,,,
kambia,2014-08-28,0.0,12.0,0.0,0.0,0.0,38.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,341690.0,,,
kenema,2014-08-28,48.2,468,431,1,37,1280,336,1778,398,0,7,162,0,4,294,180,69,-,-,-,-,,31,4,39,,6,,0,,0,,92%,653013,,,
koinadugu,2014-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-08-28,0.0,0.0,0.0,0.0,0.0,,1.0,53.0,18.0,1.0,33.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,325003.0,,,
moyamba,2014-08-28,44.4,89,89,0,0,283,9,144,17,0,0,4,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,278119,,,
port loko,2014-08-28,3.2,744,742,2,0,11,62,852,17,1,2,2,1,1,,,,,,,,,0,5,109,,0,,0,,0,,100%,557978,,,
pujehun,2014-08-28,14.3,76,76,0,0,88,7,146,2,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,335574,,,
tonkolili,2014-08-28,14.3,347,347,0,0,82,14,347,15,0,1,2,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,434937,,,
western area rural,2014-08-28,8.3,111,108,3,0,357,24,111,15,0,1,2,0,0,,,,,,,,,0,1,0,,0,,0,,0,,100%,263619,,,
western area urban,2014-08-28,5,193,193,0,0,26,40,550,87,1,3,2,1,1,,,,,,,,,217,3,0,,2,,0,,0,,100%,1040888,,,
bo,2014-08-27,42.9,177,177,0,0,245,35,422,74,1,0,15,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,654142,,,
bombali,2014-08-27,26.1,345,342,2,1,82,23,427,18,1,1,6,0,0,,,,,,,,,1,3,10,,1,,0,,0,,99%,494139,,,
bonthe,2014-08-27,100.0,0.0,0.0,0.0,0.0,26.0,1.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,168729.0,,,
kailahun,2014-08-27,40.2,241,239,2,0,1017,448,1247,239,32,14,180,35,4,390,162,175,65,1,4,0,,10,8,25,,3,,0,,0,,100%,465048,,,
kambia,2014-08-27,0.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,341690.0,,,
kenema,2014-08-27,47.3,404,398,1,5,1202,332,1659,392,0,7,157,0,4,294,180,69,-,-,-,-,,0,4,0,,0,,0,,2,,98%,653013,,,
koinadugu,2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-08-27,0.0,0.0,0.0,0.0,0.0,38.0,1.0,53.0,18.0,1.0,33.0,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,325003.0,,,
moyamba,2014-08-27,44.4,89,89,0,0,55,9,144,17,0,0,4,0,0,,,,,,,,,0,0,0,,1,,0,,0,,100%,278119,,,
port loko,2014-08-27,3.5,603,600,0,3,88,57,691,17,1,2,2,1,1,,,,,,,,,3,0,0,,0,,0,,0,,98%,557978,,,
pujehun,2014-08-27,14.3,76,58,0,18,70,7,146,2,0,0,1,0,0,,,,,,,,,18,0,19,,0,,0,,0,,76%,335574,,,
tonkolili,2014-08-27,14.3,341,341,0,0,11,14,341,15,0,1,2,0,0,,,,,,,,,0,1,0,,2,,0,,0,,100%,434937,,,
western area rural,2014-08-27,8.7,111,111,0,0,0,23,111,15,0,1,2,0,0,,,,,,,,,0,8,25,,2,,0,,1,,100%,263619,,,
western area urban,2014-08-27,5.4,550,546,4,0,140,37,550,85,1,3,2,1,1,,,,,,,,,0,3,4,,0,,0,,0,,99%,1040888,,,
bo,2014-11-29,30.0,,,,,,256.0,,510.0,1.0,105.0,77.0,43.0,8.0,,,,,,,,,,2.0,,,17.0,,0.0,,1.0,,,654142.0,,,
bombali,2014-11-29,24.0,,,,,,807.0,,686.0,6.0,108.0,195.0,19.0,22.0,,,,,,,,,,77.0,,,16.0,,0.0,,0.0,,,494139.0,,,
bonthe,2014-11-29,67.0,,,,,,3.0,,33.0,0.0,6.0,2.0,1.0,1.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,168729.0,,,
kailahun,2014-11-29,41.0,,,,,,562.0,,325.0,32.0,18.0,228.0,35.0,4.0,,,,,,,,,,1.0,,,0.0,,0.0,,0.0,,,465048.0,,,
kambia,2014-11-29,32.0,,,,,,73.0,,68.0,0.0,19.0,23.0,9.0,6.0,,,,,,,,,,1.0,,,5.0,,0.0,,0.0,,,341690.0,,,
kenema,2014-11-29,53.0,,,,,,494.0,,1079.0,0.0,112.0,261.0,0.0,5.0,,,,,,,,,,0.0,,,11.0,,0.0,,0.0,,,653013.0,,,
koinadugu,2014-11-29,31.0,,,,,,84.0,,79.0,32.0,24.0,26.0,32.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,335471.0,,,
kono,2014-11-29,35.0,,,,,,88.0,,131.0,1.0,90.0,31.0,19.0,2.0,,,,,,,,,,15.0,,,7.0,,0.0,,12.0,,,325003.0,,,
moyamba,2014-11-29,25.0,,,,,,158.0,,230.0,1.0,55.0,40.0,20.0,9.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,278119.0,,,
port loko,2014-11-29,19.0,,,,,,860.0,,705.0,1.0,201.0,164.0,1.0,74.0,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,557978.0,,,
pujehun,2014-11-29,52.0,,,,,,31.0,,23.0,0.0,15.0,16.0,2.0,3.0,,,,,,,,,,0.0,,,2.0,,0.0,,0.0,,,335574.0,,,
tonkolili,2014-11-29,23.0,,,,,,363.0,,256.0,4.0,71.0,83.0,21.0,4.0,,,,,,,,,,1.0,,,0.0,,0.0,,0.0,,,434937.0,,,
western area rural,2014-11-29,19.0,,,,,,820.0,,884.0,0.0,127.0,152.0,2.0,12.0,,,,,,,,,,11.0,,,20.0,,0.0,,2.0,,,263619.0,,,
western area urban,2014-11-29,16.1,,,,,,1232,,"1,768",1,248,198,4,8,,,,,,,,,,26,,,38,,0,,9,,,1040888,,,
bo,2014-12-01,30,634,634,0,0,1000,259,1656,523,1,106,78,43,8,,,,,,,,10,0,3,0,,11,,0,,1,,100%,654142,1,,74
bombali,2014-12-01,24,1462,1462,0,0,4711,829,6270,721,6,113,200,19,22,,,,,,,,3,80,10,122,,9,,0,,1,,98%,494139,2,,
bonthe,2014-12-01,67,39,39,0,0,125,3,165,40,0,6,2,1,1,,,,,,,,0,0,0,0,,0,,0,,0,,100%,168729,0,,
kailahun,2014-12-01,41,699,699,0,0,2579,562,3278,330,32,18,228,35,4,,,,,,,,0,0,0,0,,1,,0,,0,0%,100%,465048,0,,
kambia,2014-12-01,32,119,118,1,0,672,76,791,74,0,20,24,9,6,,,,,,,,1,2,1,3,,1,,0,,0,,100%,341690,1,,
kenema,2014-12-01,53,45,45,0,0,3038,494,3318,1097,0,112,261,0,5,,,,,,,,11,0,0,0,,11,,0,,0,,99%,653013,0,,
koinadugu,2014-12-01,31,247,247,0,0,8,84,255,82,32,24,26,32,0,,,,,,,,0,0,0,147,,0,,0,,0,,99%,335471,0,,
kono,2014-12-01,35,592,560,32,0,532,88,1124,131,1,90,31,19,2,,,,,,,,0,44,0,57,,0,,0,,0,,98%,325003,0,,
moyamba,2014-12-01,26,108,108,0,0,1523,160,1621,251,1,59,41,20,9,,,,,,,,15,42,2,0,,17,,0,,0,,100%,278119,1,,
port loko,2014-12-01,20,6408,6348,0,50,1578,886,7986,765,1,210,174,1,74,,,,,,,,13,0,26,0,,60,,0,,9,,98%,557978,10,,
pujehun,2014-12-01,52,119,119,0,0,1103,31,1222,24,0,15,16,2,3,,,,,,,,1,0,0,0,,1,,0,,0,,100%,335574,0,,
tonkolili,2014-12-01,23,943,940,0,2,2155,373,3098,264,4,74,84,21,4,,,,,,,,0,0,0,0,,0,,0,,0,,100%,434937,0,,
western area rural,2014-12-01,20,1455,1338,3,0,4330,838,6602,907,0,135,166,2,12,,,,,,,,4,16,6,114,,11,,0,,0,,98%,263619,1,,
western area urban,2014-12-01,16.8,2823,2647,1,18,5673,1295,11200,"1,837",1,273,218,4,8,,,,,,,,11,0,24,157,,20,,0,,3,,98%,1040888,5,,
bo,2014-09-13,21.1,,,,,,76.0,,84.0,1.0,11.0,16.0,0.0,0.0,,,,,,,,,,1.0,,,3.0,,0.0,,0.0,,,654142.0,,,
bombali,2014-09-13,7.3,439,424,9,6,187,82,626,24,1,3,6,0,0,,,,,,,,,5,0,23,,0,,0,,1,,96%,494139,,,
bonthe,2014-09-13,100,57,57,0,0,27,1,84,1,0,0,1,0,0,,,,,,,,,0,0,0,,0,,0,,0,,100%,168729,,,
kailahun,2014-09-13,35.2,166,166,0,0,1105,528,1422,272,32,1,186,35,4,462,232,229,60,0,4,0,,0,10,0,,8,,0,,0,,100%,465048,,,
kambia,2014-09-13,33.3,85,85,0,0,12,3,98,5,0,0,1,0,0,,,,,,,,,0,0,0,,1,,0,,0,,100%,341690,,,
